jan,title,maker,series,grade,scale
,MS-14ゲルググ (1988),BANDAI SPIRITS,機動戦士ガンダム,SD,Non-scale
,MSN-02ジオング,BANDAI SPIRITS,パーフェクトジオングに換装可能→GジェネNo.10に全パーツを流用,SD,Non-scale
,NRX-055バウンド・ドック,BANDAI SPIRITS,機動戦士Ζガンダム,SD,Non-scale
,FA-010Sフルアーマーダブルゼータガンダム (1989),BANDAI SPIRITS,機動戦士ガンダムΖΖ,SD,Non-scale
,PF-78パーフェクトガンダム,BANDAI SPIRITS,プラモ狂四郎,SD,Non-scale
,MSZ-006A1ゼータプラス (1989),BANDAI SPIRITS,ガンダム・センチネル,SD,Non-scale
,MSA-0011Sガンダム,BANDAI SPIRITS,1989年3月,SD,Non-scale
,RX-77ガンキャノン (1989),BANDAI SPIRITS,機動戦士ガンダム,SD,Non-scale
,MS-06R-2ジョニーライデンザクII,BANDAI SPIRITS,MSV,SD,Non-scale
,ムシャドム,BANDAI SPIRITS,No.6の的を削除し、頭部・鎧を追加[8],SD,Non-scale
,RX-78NT-1ガンダムNT-1 (1989),BANDAI SPIRITS,機動戦士ガンダム0080ポケットの中の戦争,SD,Non-scale
,武者百士貴,BANDAI SPIRITS,SD戦国伝武者七人衆編,SD,Non-scale
,MS-18Eケンプファー,BANDAI SPIRITS,機動戦士ガンダム0080ポケットの中の戦争,SD,Non-scale
,殺駆三兄弟,BANDAI SPIRITS,古殺駆と今殺駆、新殺駆用パーツのセット,SD,Non-scale
,頑駄無大将軍,BANDAI SPIRITS,SD戦国伝武者七人衆編,SD,Non-scale
,闇皇帝,BANDAI SPIRITS,→No.93に全パーツを流用,SD,Non-scale
,豪華頑駄無大将軍,BANDAI SPIRITS,No.44とは別造形の大型キット,SD,Non-scale
,武者百士鬼改,BANDAI SPIRITS,→No.161に一部ランナーを流用,SD,Non-scale
,信玄頑駄無,BANDAI SPIRITS,SD戦国伝天と地と,SD,Non-scale
,謙信頑駄無,BANDAI SPIRITS,No.23の成型色及びシールを変更し兜飾りを追加,SD,Non-scale
,武者漣飛威,BANDAI SPIRITS,SD戦国伝風林火山編,SD,Non-scale
,SDV-04コマンドガンダム,BANDAI SPIRITS,SDVSDコマンド戦記G-ARMS,SD,Non-scale
,密林の摩亜屈,BANDAI SPIRITS,No.24の成型色を変更し、林の鎧を追加,SD,Non-scale
,巨山の斎胡,BANDAI SPIRITS,No.36の成型色を変更し、山の鎧を追加,SD,Non-scale
,若殺駆頭,BANDAI SPIRITS,武者忍 剣舞風荒用パーツが付属,SD,Non-scale
,三代目頑駄無大将軍,BANDAI SPIRITS,No.87にバトルマスク有り,SD,Non-scale
,CAPG-78キャプテンガンダム,BANDAI SPIRITS,SDVSDコマンド戦記G-ARMS,SD,Non-scale
,GSZ-006ガンセイヴァーZ (1990),BANDAI SPIRITS,SDVSDコマンド戦記G-ARMS,SD,Non-scale
,F91ガンダムF91,BANDAI SPIRITS,機動戦士ガンダムF91,SD,Non-scale
,獅頑駄無,BANDAI SPIRITS,,SD,Non-scale
,SDV-04ORGVコマンドガンダム,BANDAI SPIRITS,SDV（SDコマンド戦記G-ARMS,SD,Non-scale
,犀頑駄無,BANDAI SPIRITS,SD戦国伝天下統一編,SD,Non-scale
,麗騎士,BANDAI SPIRITS,SDV（SDガンダム外伝円卓の騎士編）,SD,Non-scale
,武者璽威武装,BANDAI SPIRITS,No.28に新規パーツを追加,SD,Non-scale
,隼頑駄無,BANDAI SPIRITS,,SD,Non-scale
,豪華初代頑駄無大将軍,BANDAI SPIRITS,No.79とは別造形の大型キット,SD,Non-scale
,四代目頑駄無大将軍,BANDAI SPIRITS,,SD,Non-scale
,F90ガンダムF90P/V-TYPE (1992),BANDAI SPIRITS,機動戦士ガンダムF90,SD,Non-scale
,武者衛府弓銃壱,BANDAI SPIRITS,新SD戦国伝地上最強編,SD,Non-scale
,飛天頑駄無超将軍,BANDAI SPIRITS,SD戦国伝,SD,Non-scale
,大牙頑駄無超将軍,BANDAI SPIRITS,SD戦国伝,SD,Non-scale
,LM312V04+SD-VB03AV-ダッシュガンダム (1994),BANDAI SPIRITS,機動戦士Vガンダム,SD,Non-scale
,雷鳴頑駄無,BANDAI SPIRITS,新SD戦国伝七人の超将軍編,SD,Non-scale
,LM314V23/24V2アサルトバスターガンダム,BANDAI SPIRITS,機動戦士Vガンダム,SD,Non-scale
,覇道武者魔殺駆,BANDAI SPIRITS,魔殺駆・遮光・クラヤミのセット,SD,Non-scale
,GF13-017NJシャイニングガンダム,BANDAI SPIRITS,機動武闘伝Gガンダム,SD,Non-scale
,GF13-011NCドラゴンガンダム,BANDAI SPIRITS,機動武闘伝Gガンダム,SD,Non-scale
,GF13-006NAガンダムマックスター,BANDAI SPIRITS,機動武闘伝Gガンダム,SD,Non-scale
,GF13-017NJIIGガンダム,BANDAI SPIRITS,機動武闘伝Gガンダム,SD,Non-scale
,飛駆鳥大将軍,BANDAI SPIRITS,新SD戦国伝七人の超将軍編,SD,Non-scale
,武者真紅主,BANDAI SPIRITS,No.147に追加装備有り,SD,Non-scale
,XXXG-01Wウイングガンダム,BANDAI SPIRITS,ジービーグル,SD,Non-scale
,XXXG-01Sシェンロンガンダム,BANDAI SPIRITS,1995年8月,SD,Non-scale
,魔星大将軍,BANDAI SPIRITS,新SD戦国伝超機動大将軍,SD,Non-scale
,超機動大将軍,BANDAI SPIRITS,No.141が搭乗可能、初の輝羅鋼使用キット、輝羅鋼極彩版に仕様変更,SD,Non-scale
,XXXG-00W0ウイングガンダム0 (1995),BANDAI SPIRITS,ジービーグル,SD,Non-scale
,OZ-13MSガンダムエピオン,BANDAI SPIRITS,ミニサイズのエピオン・トールギスが付属,SD,Non-scale
,百烈将頑駄無,BANDAI SPIRITS,No.53の一部流用,SD,Non-scale
,新凰頑駄無,BANDAI SPIRITS,,SD,Non-scale
,大旋鬼頑駄無,BANDAI SPIRITS,No.123の一部流用,SD,Non-scale
,刕覇大将軍,BANDAI SPIRITS,,SD,Non-scale
,RX-78GP01FbガンダムGP01Fb (1999),BANDAI SPIRITS,SDガンダムGGENERATION-ZERO機動戦士ガンダム0083STARDUST MEMORY,SD,Non-scale
,MSZ-006 ゼータガンダム (1999),BANDAI SPIRITS,SDガンダムGGENERATION-ZERO機動戦士Ζガンダム,SD,Non-scale
,RX-78GP02AガンダムGP02A,BANDAI SPIRITS,SDガンダム GGENERATION-ZERO機動戦士ガンダム0083 STARDUST MEMORY,SD,Non-scale
,XXXG-00W0ウイングガンダムゼロカスタム (2000),BANDAI SPIRITS,SDガンダム GGENERATION-ZERO新機動戦記ガンダムW Endless Waltz,SD,Non-scale
,RX-78GP03ガンダムGP03D (2000),BANDAI SPIRITS,SDガンダム GGENERATION-F機動戦士ガンダム0083 STARDUST MEMORY,SD,Non-scale
,FA-93HWSνガンダム装備型(HWS仕様) (2000),BANDAI SPIRITS,SDガンダム GGENERATION-F機動戦士ガンダム 逆襲のシャア,SD,Non-scale
,PMX-003ジ・オ (2001),BANDAI SPIRITS,SDガンダム GGENERATION-F機動戦士Ζガンダム,SD,Non-scale
,RX-178 ガンダムMk-II（ティターンズ）,BANDAI SPIRITS,2001年6月,SD,Non-scale
,MS-06FザクIIF型 (2001),BANDAI SPIRITS,SDガンダム GGENERATION-F機動戦士ガンダム,SD,Non-scale
,武者丸,BANDAI SPIRITS,SD頑駄無 武者○伝,SD,Non-scale
,RX-75ガンタンク,BANDAI SPIRITS,SDガンダム GGENERATION-F機動戦士ガンダム,SD,Non-scale
,AMA-002ノイエ・ジール,BANDAI SPIRITS,SDガンダム GGENERATION-F機動戦士ガンダム0083 STARDUST MEMORY,SD,Non-scale
,RX-178+FXA-05Dスーパーガンダム,BANDAI SPIRITS,SDガンダム GGENERATION-F機動戦士Ζガンダム,SD,Non-scale
,MSN-02 ジオング（パーフェクト仕様）,BANDAI SPIRITS,SDガンダム GGENERATION NEO機動戦士ガンダム,SD,Non-scale
,MSM-03ゴッグMSM-04アッガイMSM-10ゾック,BANDAI SPIRITS,SDガンダム GGENERATION NEO機動戦士ガンダム,SD,Non-scale
,JDG-00Xデビルガンダム,BANDAI SPIRITS,SDガンダム GGENERATION NEO機動武闘伝Gガンダム,SD,Non-scale
,GAT-X105ストライクガンダム,BANDAI SPIRITS,SDガンダム GGENERATION NEO機動戦士ガンダムSEED,SD,Non-scale
,MBF-P02ガンダムアストレイ (2003),BANDAI SPIRITS,SDガンダム GGENERATION NEO機動戦士ガンダムSEED ASTRAY,SD,Non-scale
,武侍丸,BANDAI SPIRITS,SD頑駄無 武者○伝III,SD,Non-scale
,FA-78フルアーマーガンダム (2003),BANDAI SPIRITS,SDガンダム GGENERATION NEOMSV,SD,Non-scale
,ZGMF-X10Aフリーダムガンダム (2003),BANDAI SPIRITS,SDガンダム GGENERATION NEO機動戦士ガンダムSEED,SD,Non-scale
,GAT-X303イージスガンダム,BANDAI SPIRITS,SDガンダム GGENERATION NEO機動戦士ガンダムSEED,SD,Non-scale
,ザッパーザク（重武装型）,BANDAI SPIRITS,2004年5月,SD,Non-scale
,GAT-X207ブリッツガンダム,BANDAI SPIRITS,SDガンダム GGENERATION SEED機動戦士ガンダムSEED,SD,Non-scale
,ZGMF-X09Aジャスティスガンダム (2004),BANDAI SPIRITS,SDガンダム GGENERATION SEED機動戦士ガンダムSEED,SD,Non-scale
,少年剣士嵐丸,BANDAI SPIRITS,SDガンダムフォース絵巻武者烈伝 武化舞可編,SD,Non-scale
,疾風剣豪精太,BANDAI SPIRITS,→No.332に全パーツを流用,SD,Non-scale
,ガンダム RX-78NT-1,BANDAI SPIRITS,機動戦士ガンダム0080 ポケットの中の戦争,SD,Non-scale
,龍神導師仁宇,BANDAI SPIRITS,→No.343に全パーツを流用,SD,Non-scale
,GAT-X102デュエルガンダム アサルトシュラウド (2005),BANDAI SPIRITS,SDガンダム GGENERATION SEED機動戦士ガンダムSEED,SD,Non-scale
,幼年軍師雷,BANDAI SPIRITS,SDガンダムフォース絵巻武者烈伝 武化舞可編,SD,Non-scale
,ZGMF-X56S/αフォースインパルスガンダム (2005),BANDAI SPIRITS,機動戦士ガンダムSEED DESTINY,SD,Non-scale
,ZGMF-1000ガナーザクウォーリア（ルナマリア・ホーク専用機）,BANDAI SPIRITS,2005年7月,SD,Non-scale
,ZGMF-1001/Mブレイズザクファントム〔レイ・ザ・バレル専用機〕 (2005),BANDAI SPIRITS,機動戦士ガンダムSEED DESTINY,SD,Non-scale
,ZGMF-X20Aストライクフリーダムガンダム (2006),BANDAI SPIRITS,機動戦士ガンダムSEED DESTINY,SD,Non-scale
,ZGMF-X42Sデスティニーガンダム (2006),BANDAI SPIRITS,機動戦士ガンダムSEED DESTINY,SD,Non-scale
,GAT-X105E+AQM/E-X09Sストライクノワールガンダム (2006),BANDAI SPIRITS,機動戦士ガンダムSEED C.E.73 STARGAZER,SD,Non-scale
,GAT-X103APヴェルデバスターガンダム,BANDAI SPIRITS,2007年4月,SD,Non-scale
,GAT-X1022ブルデュエルガンダム,BANDAI SPIRITS,2007年5月,SD,Non-scale
,ZGMF-1000/Mブレイズザクウォーリア (2007),BANDAI SPIRITS,機動戦士ガンダムSEED DESTINY,SD,Non-scale
,GSX-401FWスターゲイザーガンダム (2007),BANDAI SPIRITS,機動戦士ガンダムSEED C.E.73 STARGAZER,SD,Non-scale
,ZGMF-1001/Mブレイズザクファントム(ハイネ・ヴェステンフルス専用機),BANDAI SPIRITS,機動戦士ガンダムSEED DESTINY,SD,Non-scale
,MBF-P01ガンダムアストレイ ゴールドフレーム (2007),BANDAI SPIRITS,機動戦士ガンダムSEED ASTRAY,SD,Non-scale
,呂布トールギス赤兎馬・天玉鎧,BANDAI SPIRITS,"No300,304,305との連動ギミック",SD,Non-scale
,GN-001ガンダムエクシア,BANDAI SPIRITS,機動戦士ガンダム00,SD,Non-scale
,GN-0000ダブルオーガンダム,BANDAI SPIRITS,機動戦士ガンダム00,SD,Non-scale
,BB戦士三国伝#翔（幽州義勇軍）周倉ドーベンウルフ (2008),BANDAI SPIRITS,BB戦士三国伝 英雄激突編,SD,Non-scale
,GN-0000+GNR-010ダブルオーライザー (2009),BANDAI SPIRITS,機動戦士ガンダム00,SD,Non-scale
,部隊兵,BANDAI SPIRITS,キャンペーン限定品を一般流通用に改良したもの,SD,Non-scale
,白銀流星馬,BANDAI SPIRITS,No.311から趙雲ガンダム本体を削除してセンバランナーのみにしたもの,SD,Non-scale
,RX-78-2 ガンダム（アニメーションカラー） (2009),BANDAI SPIRITS,機動戦士ガンダム,SD,Non-scale
,上杉謙信頑駄無,BANDAI SPIRITS,No.271の成型色及び付属シールを変更し、新規パーツを追加,SD,Non-scale
,GN-000Oガンダム（実戦配備型）,BANDAI SPIRITS,機動戦士ガンダム00,SD,Non-scale
,GN-001REIIガンダムエクシア リペアII,BANDAI SPIRITS,No.313に新規ランナーを追加,SD,Non-scale
,阿修羅王孟獲ガンダム祝融ガンダム・巨神象セット,BANDAI SPIRITS,BB戦士三国伝 戦神決闘編,SD,Non-scale
,南方牙隊,BANDAI SPIRITS,No.324（単体）とNo.328をセットにして成型色と付属シールなどの仕様を変更したもの,SD,Non-scale
,直江兼続頑駄無,BANDAI SPIRITS,SD戦国伝 武神降臨編,SD,Non-scale
,真田幸村頑駄無,BANDAI SPIRITS,SD戦国伝 武神降臨編,SD,Non-scale
,織田信長頑駄無,BANDAI SPIRITS,No.286の成型色及びシールを変更し、新規パーツを追加,SD,Non-scale
,伊達政宗頑駄無,BANDAI SPIRITS,SD戦国伝 武神降臨編,SD,Non-scale
,戦神合身蚩尤ガンダム,BANDAI SPIRITS,,SD,Non-scale
,豊臣秀吉頑駄無,BANDAI SPIRITS,SD戦国伝 武神降臨編,SD,Non-scale
,RX-0ユニコーンガンダム (2010),BANDAI SPIRITS,機動戦士ガンダムUC,SD,Non-scale
,GNT-0000ダブルオークアンタ (2010),BANDAI SPIRITS,機動戦士ガンダム00,SD,Non-scale
,MSN-06Sシナンジュ (2011),BANDAI SPIRITS,機動戦士ガンダムUC,SD,Non-scale
,XXXG-01Wウイングガンダム EW (2011),BANDAI SPIRITS,新機動戦記ガンダムWEndless Waltz 敗者たちの栄光,SD,Non-scale
,NZ-666クシャトリヤ (2011),BANDAI SPIRITS,機動戦士ガンダムUC,SD,Non-scale
,GN-0000/7SGダブルオーガンダム セブンソード／G (2011),BANDAI SPIRITS,機動戦士ガンダム00V戦記,SD,Non-scale
,AGE-1ガンダムAGE-1 ノーマル・タイタス・スパロー (2012),BANDAI SPIRITS,機動戦士ガンダムAGE,SD,Non-scale
,AGE-2ガンダムAGE-2 ノーマル・ダブルバレット (2012),BANDAI SPIRITS,機動戦士ガンダムAGE,SD,Non-scale
,AGE-3ガンダムAGE-3 ノーマル・フォートレス・オービタル,BANDAI SPIRITS,2012年7月,SD,Non-scale
,xvm-fzcガンダムレギルス (2012),BANDAI SPIRITS,機動戦士ガンダムAGE,SD,Non-scale
,AGE-FXガンダムAGE-FX (2012),BANDAI SPIRITS,機動戦士ガンダムAGE,SD,Non-scale
,MSN-001A1デルタプラス (2013),BANDAI SPIRITS,機動戦士ガンダムUC,SD,Non-scale
,RX-0バンシィ,BANDAI SPIRITS,2013年3月,SD,Non-scale
,LEGENDBB 殺駆頭（闇将軍） (2013),BANDAI SPIRITS,レジェンドBB,SD,Non-scale
,RX-93-ν2Hi-νガンダム (2013),BANDAI SPIRITS,機動戦士ガンダム 逆襲のシャア ベルトーチカチルドレン,SD,Non-scale
,RX-105Ξガンダム (2013),BANDAI SPIRITS,機動戦士ガンダム 閃光のハサウェイ,SD,Non-scale
,RX-0フルアーマー・ユニコーンガンダム,BANDAI SPIRITS,機動戦士ガンダムUC,SD,Non-scale
,RX-0Nユニコーンガンダム2号機 バンシィ・ノルン,BANDAI SPIRITS,2014年5月,SD,Non-scale
,NZ-999ネオ・ジオング,BANDAI SPIRITS,2014年6月,SD,Non-scale
,RX-0ユニコーンガンダム3号機 フェネクス (2014),BANDAI SPIRITS,機動戦士ガンダムUC,SD,Non-scale
,胡軫ギャン&部隊兵士（董卓軍） (2018),BANDAI SPIRITS,BB戦士三国伝,SD,Non-scale
,董卓ザク&部隊兵士（董卓軍）,BANDAI SPIRITS,,SD,Non-scale
,典韋アッシマー賈詡アシュタロン攻城兵器セット&合体武装6種（甲）,BANDAI SPIRITS,,SD,Non-scale
,黄蓋グフ&合体武装6種（乙）,BANDAI SPIRITS,,SD,Non-scale
,地上最強10体セット (1992),BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,白鋼四大将軍の陣,BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,伝説の大将軍編最終決戦7体セット,BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,集結頑駄無軍団!! 10体セット,BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,超機動大将軍最強対決8体セット!!,BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,轟炎武威大将軍 (1995),BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,獅龍凰出陣頑駄無6体セット (1996),BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,SDガンダムV作戦セット (2002),BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,Go!Go!豪華秘伝 武者バトル最強チーム! (2002),BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,三国伝 桃園の誓いセット (2007),BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,ストライクフリーダムガンダムVSデスティニーガンダム (2008),BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,逆襲のシャアセット,BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,曹操ガンダム・司馬懿サザビー～官渡の奇跡～ (2008),BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,孔明リ・ガズィ・趙雲ガンダム～赤壁の爆炎～ (2008),BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,孫権ガンダム・周瑜ヒャクシキ～赤壁の轟砲～ (2009),BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,孔明リ・ガズィ・周瑜ヒャクシキ～レッドクリフカラー～,BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,機武帝 曹操ガンダム徐晃サーペント・曹丕ガンダム (2009),BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,呂布トールギス・赤兎馬・天玉鎧～三璃紗最強、暴将、戦馬、神器セット～ (2009),BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,ゼータガンダム＆νガンダム（HWS仕様）,BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,Gガンダム＆ウイングガンダム ゼロカスタム (2009),BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,フリーダムガンダム＆ガンダムエクシア (2010),BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,ガンダムRX-78NT-1＆ガンダムGP01Fb (2010),BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,ストライクガンダム＆フォースインパルスガンダム (2010),BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,天下統一 二代目頑駄無大将軍 (1991),BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,黄金の英雄 頑駄無大将軍 (1992),BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,黄金の英雄 三代目頑駄無大将軍,BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,黄金の英雄 四代目頑駄無大将軍,BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,黄金の英雄 キングガンダムII世,BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,黄金の英雄 ガンダムF90PV,BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,機駕太傅 司馬懿サザビー (2009),BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,強化武具セット① (1989),BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,天翔の神器 (1990),BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,麒麟の神器,BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,青龍の神器,BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,BB戦士転生シール,BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,風刃の章,BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,水勢の章,BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,雷光の章,BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,SD戦国伝・天下統一編 導きの巻 (1991),BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,新SD戦国伝・伝説の大将軍編 導きの巻 (1993),BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,輝羅鋼極彩シリーズ,BANDAI SPIRITS,SD Gundam BB Senshi,SD,Non-scale
,クリスタル戦士 ガンダムナイツ (1993),BANDAI SPIRITS,,SD,Non-scale
,クリスタル戦士 ガンダムフォーミュラーズ (1994),BANDAI SPIRITS,,SD,Non-scale
,クリスタル戦士 ガンダムコマンダーズ (1994),BANDAI SPIRITS,,SD,Non-scale
,神秘騎士ネオガンダム,BANDAI SPIRITS,SDガンダム外伝 機甲神伝説,SD,Non-scale
,舞威丸,BANDAI SPIRITS,新SD戦国伝 七人の超将軍編,SD,Non-scale
,RX-93 νガンダム（ファンネル付） (1999),BANDAI SPIRITS,機動戦士ガンダム 逆襲のシャア,SD,Non-scale
,MSN-04 サザビー（フル装備型）,BANDAI SPIRITS,BB戦士No.8に新規武器パーツ追加,SD,Non-scale
,MSN-03クェス専用ヤクト・ドーガ,BANDAI SPIRITS,BB戦士No.9に新規の頭部及び武器パーツ追加,SD,Non-scale
,RGM-89 ジェガン（武装強化型）,BANDAI SPIRITS,BB戦士No.10にスタークジェガン仕様腕パーツ追加[18],SD,Non-scale
,RGZ-91Bリ・ガズィ・カスタム,BANDAI SPIRITS,CCA-MSV（機動戦士ガンダムMS大全集）,SD,Non-scale
,AMS-119ギラ・ドーガ改,BANDAI SPIRITS,CCA-MSV,SD,Non-scale
,FA-178フルアーマーガンダムMk-II,BANDAI SPIRITS,Ζ-MSV（プラモ狂四郎）,SD,Non-scale
,AMX-011SザクIII改,BANDAI SPIRITS,機動戦士ガンダムΖΖ,SD,Non-scale
,MSZ-010 ΖΖガンダム & FXA-08Rメガライダー,BANDAI SPIRITS,機動戦士ガンダムΖΖ,SD,Non-scale
,PF-78 パーフェクトガンダム（フル装備型）,BANDAI SPIRITS,MSV（プラモ狂四郎）,SD,Non-scale
,MSZ-006A1アムロ専用ゼータプラス,BANDAI SPIRITS,ガンダム・センチネル,SD,Non-scale
,RX-77 ガンキャノン（フル装備型）,BANDAI SPIRITS,機動戦士ガンダム,SD,Non-scale
,MS-06 ザクII（フル装備型）,BANDAI SPIRITS,BB戦士No.29にJ型用武装を追加,SD,Non-scale
,RGM-79Nジムカスタム,BANDAI SPIRITS,機動戦士ガンダム0083 STARDUST MEMORY,SD,Non-scale
,MS-18E ケンプファー（完全武装型）,BANDAI SPIRITS,機動戦士ガンダム0080 ポケットの中の戦争,SD,Non-scale
,RX-78 ガンダム（Gアーマー仕様） (1999),BANDAI SPIRITS,機動戦士ガンダム,SD,Non-scale
,F91 ガンダムF91（V.S.B.R.可動タイプ）,BANDAI SPIRITS,機動戦士ガンダムF91,SD,Non-scale
,LM312V04 Vガンダム（フル装備型）,BANDAI SPIRITS,機動戦士Vガンダム,SD,Non-scale
,LM314V21 V2ガンダム（フル装備型）,BANDAI SPIRITS,BB戦士No.129の仕様変更,SD,Non-scale
,GF13-017NJ シャイニングガンダム（シャイニングフィンガーモード）,BANDAI SPIRITS,機動武闘伝Gガンダム,SD,Non-scale
,GF13-011NC ドラゴンガンダム（ドラゴンクローモード）,BANDAI SPIRITS,BB戦士No.134の仕様変更,SD,Non-scale
,GF13-006NA ガンダムマックスター（ファイティングナックルモード）,BANDAI SPIRITS,BB戦士No.136の仕様変更,SD,Non-scale
,GF13-017NJII Gガンダム（ゴッドフィンガーモード）,BANDAI SPIRITS,BB戦士No.138の仕様変更,SD,Non-scale
,GX-9900ガンダムエックス (2000),BANDAI SPIRITS,機動新世紀ガンダムX,SD,Non-scale
,ORX-012ガンダムMk-IV,BANDAI SPIRITS,SDガンダム GGENERATION-ZERO,SD,Non-scale
,MS-07B3グフカスタム（B3グフ）,BANDAI SPIRITS,機動戦士ガンダム 第08MS小隊,SD,Non-scale
